task_id,skill,difficulty,question,answer,answer_type,comparison_objects,comparison_edges,comparison_depth,query_distance,noise_edges,boolean_var_count,boolean_op_count,boolean_not_count,imp_var_count,imp_edge_count,imp_base_true_count,imp_chain_depth,constraint_objects,constraint_count,constraint_depth,ap_length,ap_step,ap_abs_step,mp_multiplier,mp_length,cycle_len,cycle_offset,cycle_total_len,mixed_op_len,mixed_seq_len,division_base,division_steps,ratio_k,ratio_mode,square_base,square_offset,square_mode,near_boundary_anchor,near_boundary_op,crossed_boundary
PAT-CP-9-3-6,pattern,9,"19, 11, 12, 19, 11, 12, ?",19,integer,,,,,,,,,,,,,,,,,,,,,3,0,6,,,,,,,,,,,,
PAT-AP-10-5-10,pattern,10,"45, 39, 33, 27, 21, ?",15,integer,,,,,,,,,,,,,,,,5,-6,6,,,,,,,,,,,,,,,,,
PAT-AP-11-6-10,pattern,11,"38, 41, 44, 47, 50, 53, ?",56,integer,,,,,,,,,,,,,,,,6,3,3,,,,,,,,,,,,,,,,,
NUM-NEARBOUNDARY-5,numerical,5,What is 99 + 5?,104,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,+,True
NUM-NEARBOUNDARY-8,numerical,8,What is 99 + 7?,106,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,+,True
LOG-BOOL-10-3-2,logical,10,"A is False.
B is False.
C is False.
What is: (NOT ((C AND B) AND (NOT B)))?",True,boolean,,,,,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT-AP-13-5-10,pattern,13,"34, 35, 36, 37, 38, ?",39,integer,,,,,,,,,,,,,,,,5,1,1,,,,,,,,,,,,,,,,,
PAT-AP-15-7-15,pattern,15,"3, 13, 23, 33, 43, 53, 63, ?",73,integer,,,,,,,,,,,,,,,,7,10,10,,,,,,,,,,,,,,,,,
LOG-CONSTRAINT-12-4-3,logical,12,"A is left of D.
A is left of B.
C is left of A.
Is C left of B?",yes,yesno,,,,,,,,,,,,,4,3,3,,,,,,,,,,,,,,,,,,,,
LOG-BOOL-14-3-2,logical,14,"A is True.
B is True.
C is True.
What is: (NOT ((A AND (NOT A)) OR B))?",False,boolean,,,,,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT-MP-16-6-2,pattern,16,"12, 24, 48, 96, 192, 384, ?",768,integer,,,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,
NUM-RATIO-MUL-11,numerical,11,"10 -> 50, 15 -> ?",75,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,multiply,,,,,,
LOG-CONSTRAINT-16-5-5,logical,16,"C is left of D.
A is left of C.
C is left of E.
E is left of B.
B is left of C.
Is A left of D?",yes,yesno,,,,,,,,,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,
NUM-RATIO-DIV-12,numerical,12,"63 -> 9, 56 -> ?",8,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,divide,,,,,,
NUM-SQUARE-14,numerical,14,What is 9^2?,81,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,near,,,
NUM-DIV-18,numerical,18,What is 1440 divided by 120?,12,integer,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,,,,,,,,
PAT-MIXED-17-3-9-8,pattern,17,"2, 8, 32, 64, 70, 280, 560, 566, ?",2264,integer,,,,,,,,,,,,,,,,,,,,,,,,3,9,,,,,,,,,,
NUM-NEARBOUNDARY-20,numerical,20,What is 1027 - 46?,981,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,-,True
LOG-IMP-18-5-5,logical,18,"C is True.
If B is True, then E is True.
If E is True, then B is True.
If E is True, then A is True.
If A is True, then E is True.
If C is True, then A is True.
Is B True?",yes,yesno,,,,,,,,,5,5,1,3,,,,,,,,,,,,,,,,,,,,,,,
PAT-MP-18-6-3,pattern,18,"10, 30, 90, 270, 810, 2430, ?",7290,integer,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,
NUM-DIV-22,numerical,22,What is 1800 divided by 180?,10,integer,,,,,,,,,,,,,,,,,,,,,,,,,,18,2,,,,,,,,
LOG-COMP-19-8,logical,19,"A is older than F.
 D is older than E.
 H is older than C.
 G is older than D.
 F is older than E.
 H is older than G.
 C is older than F.
 B is older than E.
 B is older than H.
 Is B older than D?",yes,yesno,8,9,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT-MIXED-19-2-8-8,pattern,19,"12, 19, 25, 32, 38, 45, 51, ?",58,integer,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,
LOG-CONSTRAINT-22-7-5,logical,22,"A is left of F.
A is left of B.
G is left of E.
E is left of C.
G is left of C.
Is F left of B?",no,yesno,,,,,,,,,,,,,7,5,3,,,,,,,,,,,,,,,,,,,,
LOG-CONSTRAINT-25-7-7,logical,25,"A is left of C.
C is left of G.
G is left of E.
G is left of D.
E is left of B.
G is left of F.
B is left of F.
Is C left of F?",yes,yesno,,,,,,,,,,,,,7,7,6,,,,,,,,,,,,,,,,,,,,
PAT-MP-21-5-3,pattern,21,"9, 27, 81, 243, 729, ?",2187,integer,,,,,,,,,,,,,,,,,,,3,5,,,,,,,,,,,,,,,
LOG-BOOL-27-6-3,logical,27,"A is True.
B is False.
C is False.
D is False.
E is True.
F is True.
What is: (NOT (((C AND A) OR E) AND C))?",True,boolean,,,,,,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT-AP-22-7-15,pattern,22,"38, 50, 62, 74, 86, 98, 110, ?",122,integer,,,,,,,,,,,,,,,,7,12,12,,,,,,,,,,,,,,,,,
NUM-RATIO-DIV-25,numerical,25,"60 -> 10, 84 -> ?",14,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,divide,,,,,,
LOG-COMP-29-10,logical,29,"C is larger than B.
 G is larger than J.
 J is larger than I.
 C is larger than J.
 H is larger than C.
 I is larger than D.
 E is larger than C.
 H is larger than E.
 G is larger than F.
 A is larger than D.
 B is larger than G.
 B is larger than D.
 Is A larger than G?",no,yesno,10,12,6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOG-BOOL-31-6-3,logical,31,"A is True.
B is False.
C is False.
D is False.
E is True.
F is False.
What is: (NOT (((E OR (NOT F)) OR (NOT A)) OR (NOT A)))?",False,boolean,,,,,,6,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-NEARBOUNDARY-23,numerical,23,What is 507 + 10?,517,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,+,False
NUM-NEARBOUNDARY-0,numerical,0,What is 9 + 4?,13,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,+,True
PAT-AP-0-4-5,pattern,0,"19, 14, 9, 4, ?",-1,integer,,,,,,,,,,,,,,,,4,-5,5,,,,,,,,,,,,,,,,,
PAT-AP-1-4-5,pattern,1,"48, 47, 46, 45, ?",44,integer,,,,,,,,,,,,,,,,4,-1,1,,,,,,,,,,,,,,,,,
PAT-AP-2-4-5,pattern,2,"39, 35, 31, 27, ?",23,integer,,,,,,,,,,,,,,,,4,-4,4,,,,,,,,,,,,,,,,,
NUM-DIV-2,numerical,2,What is 180 divided by 60?,3,integer,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,,,,,,,
LOG-COMP-0-4,logical,0,"A is taller than D.
 A is taller than C.
 B is taller than A.
 Is D taller than C?",no,yesno,4,3,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOG-CONSTRAINT-0-3-2,logical,0,"A is faster than C.
A is faster than B.
Is C faster than B?",no,yesno,,,,,,,,,,,,,3,2,2,,,,,,,,,,,,,,,,,,,,
PAT-AP-3-4-5,pattern,3,"41, 44, 47, 50, ?",53,integer,,,,,,,,,,,,,,,,4,3,3,,,,,,,,,,,,,,,,,
NUM-NEARBOUNDARY-4,numerical,4,What is 9 + 3?,12,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,+,True
NUM-NEARBOUNDARY-7,numerical,7,What is 48 + 7?,55,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,+,True
PAT-MIXED-4-2-6-3,pattern,4,"16, 19, 21, 24, 26, ?",29,integer,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,
PAT-AP-7-5-7,pattern,7,"3, -3, -9, -15, -21, ?",-27,integer,,,,,,,,,,,,,,,,5,-6,6,,,,,,,,,,,,,,,,,
NUM-RATIO-MUL-10,numerical,10,"11 -> 33, 8 -> ?",24,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,multiply,,,,,,
LOG-CONSTRAINT-0-3-2,logical,0,"C is faster than B.
C is faster than A.
Is C faster than B?",yes,yesno,,,,,,,,,,,,,3,2,2,,,,,,,,,,,,,,,,,,,,
PAT-AP-8-5-7,pattern,8,"35, 29, 23, 17, 11, ?",5,integer,,,,,,,,,,,,,,,,5,-6,6,,,,,,,,,,,,,,,,,
LOG-CONSTRAINT-1-3-2,logical,1,"B is left of C.
A is left of B.
Is A left of B?",yes,yesno,,,,,,,,,,,,,3,2,3,,,,,,,,,,,,,,,,,,,,
PAT-MIXED-9-2-6-5,pattern,9,"17, 51, 53, 159, 161, ?",483,integer,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,
LOG-BOOL-2-2-1,logical,2,"A is True.
B is False.
What is: (B AND A)?",False,boolean,,,,,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOG-COMP-3-4,logical,3,"A is larger than D.
 B is larger than D.
 A is larger than B.
 Is C larger than A?",no,yesno,4,3,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT-MP-10-5-2,pattern,10,"10, 20, 40, 80, 160, ?",320,integer,,,,,,,,,,,,,,,,,,,2,5,,,,,,,,,,,,,,,
LOG-CONSTRAINT-4-3-2,logical,4,"A is above C.
B is above A.
Is C above A?",no,yesno,,,,,,,,,,,,,3,2,3,,,,,,,,,,,,,,,,,,,,
NUM-SQUARE-11,numerical,11,What is 10^2?,100,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,near,,,
PAT-AP-11-6-10,pattern,11,"-12, -2, 8, 18, 28, 38, ?",48,integer,,,,,,,,,,,,,,,,6,10,10,,,,,,,,,,,,,,,,,
NUM-NEARBOUNDARY-10,numerical,10,What is 95 + 12?,107,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,+,True
PAT-AP-12-5-10,pattern,12,"30, 27, 24, 21, 18, ?",15,integer,,,,,,,,,,,,,,,,5,-3,3,,,,,,,,,,,,,,,,,
LOG-CONSTRAINT-5-4-3,logical,5,"C is above B.
A is above B.
B is above D.
Is D above A?",no,yesno,,,,,,,,,,,,,4,3,3,,,,,,,,,,,,,,,,,,,,
NUM-NEARBOUNDARY-11,numerical,11,What is 198 + 7?,205,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,+,True
PAT-CP-14-3-9,pattern,14,"14, 7, 14, 14, 7, 14, 14, 7, 14, ?",14,integer,,,,,,,,,,,,,,,,,,,,,3,0,9,,,,,,,,,,,,
PAT-MP-15-5-3,pattern,15,"6, 18, 54, 162, 486, ?",1458,integer,,,,,,,,,,,,,,,,,,,3,5,,,,,,,,,,,,,,,
NUM-DIV-13,numerical,13,What is 400 divided by 80?,5,integer,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,,,,,,,,
PAT-MIXED-0-2-6-3,pattern,0,"14, 16, 48, 50, 150, ?",152,integer,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,
LOG-BOOL-0-2-1,logical,0,"A is True.
B is False.
What is: (A OR B)?",True,boolean,,,,,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-SQUARE-0,numerical,0,What is 2^2?,4,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,exact,,,
PAT-MIXED-2-2-5-3,pattern,2,"12, 15, 17, 20, ?",22,integer,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,,,,,
NUM-NEARBOUNDARY-4,numerical,4,What is 49 + 5?,54,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,+,True
NUM-NEARBOUNDARY-6,numerical,6,What is 47 + 7?,54,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,+,True
PAT-MP-0-7-2,pattern,0,"3, 6, 12, 24, 48, 96, 192, ?",384,integer,,,,,,,,,,,,,,,,,,,2,7,,,,,,,,,,,,,,,
NUM-DIV-8,numerical,8,What is 300 divided by 60?,5,integer,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,,,,,,,
PAT-MP-1-8-2,pattern,1,"9, 18, 36, 72, 144, 288, 576, 1152, ?",2304,integer,,,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,,
LOG-CONSTRAINT-4-3-2,logical,4,"C is left of A.
C is left of B.
Is A left of B?",no,yesno,,,,,,,,,,,,,3,2,2,,,,,,,,,,,,,,,,,,,,
LOG-BOOL-6-2-2,logical,6,"A is False.
B is False.
What is: ((B AND A) OR A)?",False,boolean,,,,,,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT-AP-3-4-5,pattern,3,"12, 16, 20, 24, ?",28,integer,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,
LOG-COMP-10-6,logical,10,"A is heavier than C.
 B is heavier than F.
 B is heavier than C.
 F is heavier than D.
 E is heavier than C.
 D is heavier than E.
 Is A heavier than D?",no,yesno,6,6,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT-MIXED-5-2-7-5,pattern,5,"2, 5, 15, 18, 54, 57, ?",171,integer,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,,,,,,,
NUM-DIV-11,numerical,11,What is 360 divided by 90?,4,integer,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,,,,,,,,
PAT-MP-7-6-2,pattern,7,"6, 12, 24, 48, 96, 192, ?",384,integer,,,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,
NUM-DIV-14,numerical,14,What is 240 divided by 80?,3,integer,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,,,,,,,,
LOG-BOOL-14-3-2,logical,14,"A is False.
B is False.
C is True.
What is: ((A OR (NOT B)) AND C)?",True,boolean,,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT-MP-9-7-2,pattern,9,"5, 10, 20, 40, 80, 160, 320, ?",640,integer,,,,,,,,,,,,,,,,,,,2,7,,,,,,,,,,,,,,,
PAT-MP-12-7-3,pattern,12,"5, 15, 45, 135, 405, 1215, 3645, ?",10935,integer,,,,,,,,,,,,,,,,,,,3,7,,,,,,,,,,,,,,,
LOG-BOOL-17-4-3,logical,17,"A is True.
B is False.
C is False.
D is True.
What is: (NOT (((B AND (NOT A)) AND A) AND (NOT C)))?",True,boolean,,,,,,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-NEARBOUNDARY-16,numerical,16,What is 187 + 26?,213,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,+,True
PAT-MIXED-13-3-8-6,pattern,13,"18, 54, 216, 222, 666, 2664, 2670, ?",8010,integer,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,,,,,,,
NUM-DIV-17,numerical,17,What is 2100 divided by 150?,14,integer,,,,,,,,,,,,,,,,,,,,,,,,,,15,2,,,,,,,,
NUM-DIV-18,numerical,18,What is 2100 divided by 150?,14,integer,,,,,,,,,,,,,,,,,,,,,,,,,,15,2,,,,,,,,
PAT-MP-15-6-2,pattern,15,"12, 24, 48, 96, 192, 384, ?",768,integer,,,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,
NUM-DIV-21,numerical,21,What is 2250 divided by 150?,15,integer,,,,,,,,,,,,,,,,,,,,,,,,,,15,2,,,,,,,,
NUM-DIV-22,numerical,22,What is 1320 divided by 120?,11,integer,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,,,,,,,,
PAT-CP-16-4-10,pattern,16,"14, 2, 16, 18, 14, 2, 16, 18, 14, 2, ?",16,integer,,,,,,,,,,,,,,,,,,,,,4,0,10,,,,,,,,,,,,
PAT-AP-18-7-15,pattern,18,"-1, 11, 23, 35, 47, 59, 71, ?",83,integer,,,,,,,,,,,,,,,,7,12,12,,,,,,,,,,,,,,,,,
LOG-CONSTRAINT-20-6-5,logical,20,"A is left of E.
F is left of B.
D is left of E.
B is left of A.
D is left of C.
Is C left of F?",no,yesno,,,,,,,,,,,,,6,5,4,,,,,,,,,,,,,,,,,,,,
NUM-NEARBOUNDARY-24,numerical,24,What is 512 - 57?,455,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,-,True
NUM-DIV-25,numerical,25,What is 4200 divided by 300?,14,integer,,,,,,,,,,,,,,,,,,,,,,,,,,30,3,,,,,,,,
PAT-MIXED-20-4-8-10,pattern,20,"10, 40, 50, 57, 66, 264, 274, ?",281,integer,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,,,,,,,
PAT-AP-22-7-20,pattern,22,"40, 22, 4, -14, -32, -50, -68, ?",-86,integer,,,,,,,,,,,,,,,,7,-18,18,,,,,,,,,,,,,,,,,
LOG-COMP-24-8,logical,24,"C is faster than B.
 B is faster than E.
 C is faster than F.
 F is faster than E.
 F is faster than A.
 E is faster than H.
 G is faster than H.
 A is faster than H.
 G is faster than C.
 Is D faster than F?",no,yesno,8,9,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOG-CONSTRAINT-28-8-7,logical,28,"C is faster than F.
B is faster than G.
E is faster than B.
A is faster than D.
H is faster than F.
C is faster than B.
H is faster than E.
Is F faster than A?",no,yesno,,,,,,,,,,,,,8,7,4,,,,,,,,,,,,,,,,,,,,
LOG-CONSTRAINT-32-8-6,logical,32,"H is above D.
A is above B.
A is above E.
F is above B.
B is above D.
C is above G.
Is E above D?",no,yesno,,,,,,,,,,,,,8,6,3,,,,,,,,,,,,,,,,,,,,
NUM-NEARBOUNDARY-27,numerical,27,What is 1994 + 18?,2012,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,+,True
PAT-MP-23-3-3,pattern,23,"5, 15, 45, ?",135,integer,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,
NUM-RATIO-DIV-28,numerical,28,"104 -> 13, 80 -> ?",10,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,divide,,,,,,
PAT-CP-25-8-13,pattern,25,"6, 14, 9, 1, 2, 12, 8, 4, 6, 14, 9, 1, 2, ?",12,integer,,,,,,,,,,,,,,,,,,,,,8,7,13,,,,,,,,,,,,
NUM-DIV-29,numerical,29,What is 2880 divided by 240?,12,integer,,,,,,,,,,,,,,,,,,,,,,,,,,24,3,,,,,,,,
LOG-COMP-36-10,logical,36,"E is faster than I.
 H is faster than J.
 F is faster than B.
 B is faster than J.
 C is faster than G.
 D is faster than G.
 I is faster than F.
 I is faster than A.
 A is faster than F.
 A is faster than H.
 E is faster than D.
 G is faster than A.
 Is C faster than B?",yes,yesno,10,12,6,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOG-CONSTRAINT-35-7-7,logical,35,"C is above A.
A is above B.
G is above A.
F is above G.
A is above D.
F is above C.
E is above D.
Is C above A?",yes,yesno,,,,,,,,,,,,,7,7,4,,,,,,,,,,,,,,,,,,,,
NUM-RATIO-MUL-31,numerical,31,"17 -> 119, 13 -> ?",91,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,multiply,,,,,,
LOG-IMP-38-9-6,logical,38,"I is True.
If D is True, then I is True.
If C is True, then D is True.
If E is True, then H is True.
If H is True, then F is True.
If C is True, then E is True.
If C is True, then B is True.
Is B True?",no,yesno,,,,,,,,,9,6,1,,,,,,,,,,,,,,,,,,,,,,,,
LOG-CONSTRAINT-0-3-2,logical,0,"B is faster than C.
C is faster than A.
Is B faster than A?",yes,yesno,,,,,,,,,,,,,3,2,3,,,,,,,,,,,,,,,,,,,,
PAT-CP-0-2-4,pattern,0,"1, 3, 1, 3, ?",1,integer,,,,,,,,,,,,,,,,,,,,,2,0,4,,,,,,,,,,,,
LOG-COMP-0-4,logical,0,"B is faster than C.
 A is faster than C.
 B is faster than D.
 Is D faster than A?",no,yesno,4,3,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOG-CONSTRAINT-4-3-2,logical,4,"B is left of C.
A is left of B.
Is B left of A?",no,yesno,,,,,,,,,,,,,3,2,3,,,,,,,,,,,,,,,,,,,,
PAT-CP-3-2-4,pattern,3,"2, 11, 2, 11, ?",2,integer,,,,,,,,,,,,,,,,,,,,,2,0,4,,,,,,,,,,,,
NUM-NEARBOUNDARY-0,numerical,0,What is 49 + 5?,54,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,+,True
LOG-BOOL-6-3-2,logical,6,"A is False.
B is False.
C is True.
What is: ((A AND A) OR B)?",False,boolean,,,,,,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-RATIO-MUL-2,numerical,2,"7 -> 14, 2 -> ?",4,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,multiply,,,,,,
NUM-RATIO-MUL-4,numerical,4,"5 -> 10, 2 -> ?",4,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,multiply,,,,,,
PAT-MIXED-6-2-7-5,pattern,6,"16, 20, 23, 27, 30, 34, ?",37,integer,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,,,,,,,
PAT-MP-8-8-2,pattern,8,"6, 12, 24, 48, 96, 192, 384, 768, ?",1536,integer,,,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,,
NUM-SQUARE-7,numerical,7,What is 7^2?,49,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,near,,,
PAT-CP-9-3-6,pattern,9,"15, 12, 3, 15, 12, 3, ?",15,integer,,,,,,,,,,,,,,,,,,,,,3,0,6,,,,,,,,,,,,
PAT-CP-11-4-7,pattern,11,"7, 10, 17, 13, 7, 10, 17, ?",13,integer,,,,,,,,,,,,,,,,,,,,,4,0,7,,,,,,,,,,,,
PAT-CP-13-4-8,pattern,13,"2, 18, 15, 12, 2, 18, 15, 12, ?",2,integer,,,,,,,,,,,,,,,,,,,,,4,0,8,,,,,,,,,,,,
PAT-AP-15-7-15,pattern,15,"-47, -37, -27, -17, -7, 3, 13, ?",23,integer,,,,,,,,,,,,,,,,7,10,10,,,,,,,,,,,,,,,,,
PAT-AP-17-6-15,pattern,17,"-38, -35, -32, -29, -26, -23, ?",-20,integer,,,,,,,,,,,,,,,,6,3,3,,,,,,,,,,,,,,,,,
LOG-CONSTRAINT-10-5-4,logical,10,"A is above C.
C is above D.
A is above B.
D is above E.
Is C above D?",yes,yesno,,,,,,,,,,,,,5,4,4,,,,,,,,,,,,,,,,,,,,
LOG-BOOL-13-3-2,logical,13,"A is False.
B is True.
C is True.
What is: ((C OR (NOT C)) AND (NOT B))?",False,boolean,,,,,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT-AP-19-7-15,pattern,19,"-13, -20, -27, -34, -41, -48, -55, ?",-62,integer,,,,,,,,,,,,,,,,7,-7,7,,,,,,,,,,,,,,,,,
NUM-NEARBOUNDARY-11,numerical,11,What is 99 + 8?,107,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,+,True
LOG-IMP-16-6-5,logical,16,"C is True.
If D is True, then A is True.
If A is True, then E is True.
If F is True, then B is True.
If D is True, then C is True.
If F is True, then A is True.
Is D True?",no,yesno,,,,,,,,,6,5,1,,,,,,,,,,,,,,,,,,,,,,,,
LOG-CONSTRAINT-20-7-6,logical,20,"F is faster than G.
C is faster than B.
A is faster than D.
A is faster than B.
E is faster than F.
D is faster than E.
Is D faster than F?",yes,yesno,,,,,,,,,,,,,7,6,5,,,,,,,,,,,,,,,,,,,,
PAT-MP-21-4-4,pattern,21,"5, 20, 80, 320, ?",1280,integer,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,
NUM-NEARBOUNDARY-14,numerical,14,What is 111 - 12?,99,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,-,True
NUM-SQUARE-16,numerical,16,What is 21^2?,441,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,near,,,
NUM-RATIO-DIV-19,numerical,19,"105 -> 15, 77 -> ?",11,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,divide,,,,,,
NUM-DIV-20,numerical,20,What is 2640 divided by 240?,11,integer,,,,,,,,,,,,,,,,,,,,,,,,,,24,2,,,,,,,,
LOG-IMP-23-6-6,logical,23,"E is True.
F is True.
If C is True, then B is True.
If F is True, then B is True.
If D is True, then C is True.
If B is True, then F is True.
If C is True, then A is True.
If D is True, then A is True.
Is C True?",no,yesno,,,,,,,,,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,
PAT-CP-22-5-10,pattern,22,"13, 13, 6, 18, 9, 13, 13, 6, 18, 9, ?",13,integer,,,,,,,,,,,,,,,,,,,,,5,2,10,,,,,,,,,,,,
PAT-AP-24-7-20,pattern,24,"-22, -4, 14, 32, 50, 68, 86, ?",104,integer,,,,,,,,,,,,,,,,7,18,18,,,,,,,,,,,,,,,,,
PAT-MP-25-4-5,pattern,25,"15, 75, 375, 1875, ?",9375,integer,,,,,,,,,,,,,,,,,,,5,4,,,,,,,,,,,,,,,
PAT-AP-23-7-20,pattern,23,"46, 29, 12, -5, -22, -39, -56, ?",-73,integer,,,,,,,,,,,,,,,,7,-17,17,,,,,,,,,,,,,,,,,
LOG-BOOL-25-6-3,logical,25,"A is False.
B is True.
C is False.
D is True.
E is False.
F is True.
What is: (NOT (((A OR B) OR C) OR (NOT C)))?",False,boolean,,,,,,6,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-SQUARE-22,numerical,22,What is 37^2?,1369,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,5,decompose,,,
PAT-MIXED-24-4-10-10,pattern,24,"1, 5, 12, 16, 32, 36, 43, 47, 94, ?",98,integer,,,,,,,,,,,,,,,,,,,,,,,,4,10,,,,,,,,,,
NUM-SQUARE-24,numerical,24,What is 36^2?,1296,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,1,decompose,,,
NUM-RATIO-MUL-26,numerical,26,"15 -> 75, 11 -> ?",55,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,multiply,,,,,,
LOG-BOOL-29-6-5,logical,29,"A is False.
B is True.
C is True.
D is False.
E is True.
F is False.
What is: (((((F AND F) OR B) AND (NOT F)) OR (NOT F)) AND D)?",False,boolean,,,,,,6,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-RATIO-DIV-29,numerical,29,"80 -> 16, 70 -> ?",14,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,divide,,,,,,
LOG-BOOL-32-6-5,logical,32,"A is True.
B is True.
C is False.
D is False.
E is False.
F is False.
What is: (NOT (((((D AND (NOT B)) AND (NOT C)) OR A) OR (NOT F)) OR (NOT D)))?",False,boolean,,,,,,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT-MP-26-3-5,pattern,26,"9, 45, 225, ?",1125,integer,,,,,,,,,,,,,,,,,,,5,3,,,,,,,,,,,,,,,
PAT-CP-0-2-5,pattern,0,"11, 2, 11, 2, 11, ?",2,integer,,,,,,,,,,,,,,,,,,,,,2,0,5,,,,,,,,,,,,
