timestamp,user_id,session_id,task_index,skill,task_id,answer_type,difficulty_before,difficulty_after,delta,difficulty_active_before,difficulty_active_after,difficulty_numerical_before,difficulty_logical_before,difficulty_pattern_before,difficulty_numerical_after,difficulty_logical_after,difficulty_pattern_after,question,answer,user_answer,is_correct,time_taken,expected_time,p_correct
2026-01-28T13:55:18.243448,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,13,pattern,PAT-AP-10-5-10,integer,10,13,3,10,13,15,9,13,15,9,13,"42, 47, 52, 57, 62, ?",67,67,1,3.8486063480377197,5.728186506777827,0.4137758394796496
2026-01-28T13:55:22.814680,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,14,logical,LOG-CONSTRAINT-9-4-3,yesno,9,12,3,9,12,15,12,13,15,12,13,"A is left of B.
B is left of C.
A is left of C.
Is C left of B?",no,no,1,4.559247732162476,8.294587212145169,0.7916715870327321
2026-01-28T13:55:29.659471,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,15,pattern,PAT-MP-13-6-3,integer,13,15,2,13,15,15,12,15,15,12,15,"10, 30, 90, 270, 810, 2430, ?",7290,7290,1,6.836648941040039,10.002562748076796,0.502266249805683
2026-01-28T13:55:34.501877,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,16,pattern,PAT-CP-15-5-9,integer,15,17,2,15,17,15,12,17,15,12,17,"6, 14, 16, 9, 7, 6, 14, 16, 9, ?",7,7,1,4.833916664123535,4.603149418467881,0.5028265290970739
2026-01-28T13:55:35.944207,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,17,numerical,NUM-SQUARE-15,integer,15,19,4,15,19,19,12,17,19,12,17,What is 10^2?,100,100,1,1.4342877864837646,6.084681362084532,0.23848592078705025
2026-01-28T13:55:50.457811,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,18,numerical,NUM-SQUARE-19,integer,19,17,-2,19,17,17,12,17,17,12,17,What is 21^2?,441,443,0,14.505034685134888,6.3217441363059885,0.26372924457150043
2026-01-28T13:55:58.260310,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,19,pattern,PAT-AP-17-7-15,integer,17,19,2,17,19,17,12,19,17,12,19,"-31, -17, -3, 11, 25, 39, 53, ?",67,67,1,7.794470548629761,6.127101054970173,0.47170231276651137
2026-01-28T13:56:09.292668,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,20,pattern,PAT-AP-19-7-15,integer,19,20,1,19,20,17,12,20,17,12,20,"-43, -57, -71, -85, -99, -113, -127, ?",-141,-141,1,11.02403473854065,6.245361008079064,0.48846451998410145
2026-01-28T13:56:26.409781,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,21,pattern,PAT-MP-20-7-3,integer,20,21,1,20,21,17,12,21,17,12,21,"4, 12, 36, 108, 324, 972, 2916, ?",8748,8748,1,17.109061241149902,10.65490529880507,0.560731440041573
2026-01-28T13:56:28.138083,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,22,numerical,NUM-SQUARE-17,integer,17,21,4,17,21,21,12,21,21,12,21,What is 1^2?,1,1,1,1.720576524734497,6.20223744543588,0.250896498830953
2026-01-28T13:56:35.411135,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,23,logical,LOG-CONSTRAINT-12-5-4,yesno,12,14,2,12,14,21,14,21,21,14,21,"A is faster than E.
A is faster than D.
C is faster than D.
E is faster than B.
Is A faster than B?",yes,yes,1,7.26511812210083,8.526881780922128,0.8077992980727411
2026-01-28T13:56:43.471669,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,24,logical,LOG-BOOL-14-3-2,boolean,14,17,3,14,17,21,17,21,21,17,21,"A is False.
B is True.
C is False.
What is: ((B AND (NOT C)) AND (NOT C))?",True,t,1,8.053555488586426,8.969630841234002,0.3421979597178555
2026-01-28T13:56:48.615878,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,25,logical,LOG-COMP-17-9,yesno,17,20,3,17,20,21,20,21,21,20,21,B is faster than F. I is faster than H. B is faster than A. H is faster than C. Is C faster than I?,no,no,1,5.134991645812988,13.711009579530344,0.7938065856209672
2026-01-28T13:56:58.116299,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,26,numerical,NUM-DIV-21,integer,21,23,2,21,23,23,20,21,23,20,21,What is 16800 divided by 2400?,7,7,1,9.4932861328125,5.949220076308864,0.2904780882530472
2026-01-28T13:57:06.883052,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,27,logical,LOG-BOOL-20-4-3,boolean,20,23,3,20,23,23,23,21,23,23,21,"A is False.
B is True.
C is False.
D is True.
What is: (((C AND C) AND D) OR A)?",False,f,1,8.757966995239258,9.474189235842628,0.3888783510634424
2026-01-28T13:57:10.836393,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,28,pattern,PAT-AP-21-8-20,integer,21,24,3,21,24,23,23,24,23,23,24,"37, 43, 49, 55, 61, 67, 73, 79, ?",85,85,1,3.944424867630005,6.365583248014177,0.5052527103619466
2026-01-28T13:57:17.412915,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,29,pattern,PAT-MP-24-6-3,integer,24,27,3,24,27,23,23,27,23,23,27,"1, 3, 9, 27, 81, 243, ?",729,729,1,6.568281650543213,11.044893788366458,0.5935003032474743
2026-01-28T13:57:26.573510,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,30,logical,LOG-BOOL-23-4-4,boolean,23,25,2,23,25,23,25,27,23,25,27,"A is False.
B is True.
C is True.
D is True.
What is: ((((A AND C) OR D) OR C) AND A)?",False,f,1,9.152165174484253,9.735964957162347,0.41307039103007576
2026-01-28T13:57:32.873129,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,31,logical,LOG-IMP-25-8-6,yesno,25,27,2,25,27,23,27,27,23,27,27,"G is True.
F is True.
If G is True, then C is True.
If E is True, then A is True.
If F is True, then E is True.
If B is True, then H is True.
If F is True, then G is True.
If B is True, then G is True.
Is C True?",yes,yes,1,6.290899753570557,7.70367559408165,0.5660771364044515
2026-01-28T13:57:42.622251,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,32,logical,LOG-BOOL-27-4-5,boolean,27,29,2,27,29,23,29,27,23,29,27,"A is False.
B is True.
C is True.
D is False.
What is: (((((D AND A) AND (NOT B)) OR D) OR (NOT B)) AND (NOT D))?",False,f,1,9.74054217338562,10.095204491957801,0.4459709191301453
2026-01-28T13:57:58.290566,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,33,logical,LOG-COMP-29-25,yesno,29,31,2,29,31,23,31,27,23,31,27,P is heavier than B. A is heavier than D. A is heavier than E. D is heavier than T. N is heavier than Y. E is heavier than L. V is heavier than Y. J is heavier than W. W is heavier than V. O is heavier than L. K is heavier than V. P is heavier than L. Is Y heavier than J?,no,no,1,15.659440755844116,15.23772400723167,0.8520783254446374
2026-01-28T13:58:05.262037,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,34,logical,LOG-IMP-31-8-7,yesno,31,33,2,31,33,23,33,27,23,33,27,"F is True.
E is True.
If E is True, then G is True.
If F is True, then D is True.
If G is True, then D is True.
If D is True, then A is True.
If C is True, then F is True.
If A is True, then B is True.
If H is True, then B is True.
Is G True?",yes,yes,1,6.962755918502808,8.144164580572605,0.6147560468029823
2026-01-28T13:58:17.173152,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,35,logical,LOG-BOOL-33-6-3,boolean,33,35,2,33,35,23,35,27,23,35,27,"A is True.
B is False.
C is False.
D is False.
E is True.
F is False.
What is: (NOT (((C OR (NOT E)) OR (NOT B)) OR F))?",False,f,1,11.902104139328003,10.656727647174622,0.4961305121354655
2026-01-28T13:58:19.007656,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,36,numerical,NUM-SQUARE-23,integer,23,27,4,23,27,27,35,27,27,35,27,What is 4^2?,16,16,1,1.8082618713378906,6.5667393433426104,0.2906248009877599
2026-01-28T13:58:29.523321,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,37,logical,LOG-BOOL-35-6-3,boolean,35,37,2,35,37,27,37,27,27,37,27,"A is True.
B is False.
C is True.
D is False.
E is True.
F is True.
What is: (NOT (((F OR (NOT A)) OR (NOT A)) AND (NOT B)))?",False,f,1,10.50664472579956,10.850147672276783,0.5129179904282392
2026-01-28T13:58:38.942568,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,38,logical,LOG-COMP-37-20,yesno,37,40,3,37,40,27,40,27,27,40,27,Q is larger than S. T is larger than H. K is larger than T. N is larger than A. C is larger than L. M is larger than N. O is larger than R. N is larger than T. Q is larger than R. A is larger than L. Is H larger than N?,no,no,1,9.409075736999512,16.342576018931574,0.8828440317238124
2026-01-28T13:58:45.469670,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,39,logical,LOG-IMP-40-8-7,yesno,40,42,2,40,42,27,42,27,27,42,27,"F is True.
E is True.
If E is True, then F is True.
If F is True, then B is True.
If G is True, then H is True.
If D is True, then F is True.
If G is True, then D is True.
If D is True, then H is True.
If G is True, then A is True.
Is B True?",yes,yes,1,6.519681215286255,8.847047705469642,0.6834292741755768
2026-01-28T13:58:56.885550,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,40,numerical,NUM-DIV-27,integer,27,29,2,27,29,29,42,27,29,42,27,What is 25600 divided by 1600?,16,16,1,11.407448053359985,6.300916882471692,0.33368211738985115
2026-01-28T13:59:15.085343,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,41,pattern,PAT-MIXED-27-3-11-12,integer,27,29,2,27,29,29,42,29,29,42,29,"4, 12, 16, 20, 60, 64, 68, 204, 208, 212, ?",636,636,1,18.191532611846924,17.73681741081515,0.4304939027708259
2026-01-28T13:59:20.880474,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,42,numerical,NUM-RATIO-INVERSE-29,integer,29,31,2,29,31,31,42,29,31,42,29,"26 -> 2, 78 -> ?",6,6,1,5.787112236022949,4.294739442867602,0.911778486638825
2026-01-28T13:59:23.468661,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,43,numerical,NUM-RATIO-INVERSE-31,integer,31,34,3,31,34,34,42,29,34,42,29,"49 -> 7, 56 -> ?",8,8,1,2.579664707183838,4.382595028667199,0.9170335651312844
2026-01-28T13:59:26.306794,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,44,pattern,PAT-CP-29-8-13,integer,29,32,3,29,32,34,42,32,34,42,32,"9, 9, 3, 3, 2, 10, 4, 4, 9, 9, 3, 3, 2, ?",10,10,1,2.829711675643921,5.287268303796965,0.6180874515526482
2026-01-28T13:59:37.154648,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,45,numerical,NUM-RATIOSCALING-34,integer,34,35,1,34,35,35,42,32,35,42,32,"2 -> 30, 7 -> ?",105,105,1,10.839113712310791,4.963029208172619,0.7504276170492062
2026-01-28T21:23:10.590936,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,0,numerical,NUM-SQUARE-0,integer,0,4,4,0,4,4,0,0,4,0,0,What is 3^2?,9,9,1,1.5281286239624023,5.262056416033111,0.15913057256047516
2026-01-28T21:23:13.293355,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,1,logical,LOG-CONSTRAINT-0-3-2,yesno,0,3,3,0,3,4,3,0,4,3,0,"A is above C.
C is above B.
Is B above A?",no,no,1,2.6944286823272705,7.631138765493304,0.7374589825495539
2026-01-28T21:23:15.029346,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,2,numerical,NUM-SQUARE-4,integer,4,8,4,4,8,8,3,0,8,3,0,What is 8^2?,64,64,1,1.729811429977417,5.471593075544826,0.17793694353513376
2026-01-28T21:23:23.101521,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,3,logical,LOG-COMP-3-3,yesno,3,5,2,3,5,8,5,0,8,5,0,A is faster than C. C is faster than B. Is B faster than A?,no,no,1,8.066863775253296,12.110301769822915,0.7063854372004602
2026-01-28T21:23:25.701220,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,4,numerical,NUM-RATIOSCALING-8,integer,8,11,3,8,11,11,5,0,11,5,0,"7 -> 21, 10 -> ?",30,30,1,2.5942673683166504,3.8145363442927156,0.5567029743983836
2026-01-28T21:23:29.997943,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,5,logical,LOG-IMP-5-4-3,yesno,5,9,4,5,9,11,9,0,11,9,0,"A is True.
D is True.
If A is True, then D is True.
If D is True, then C is True.
If A is True, then B is True.
Is C True?",yes,yes,1,4.291457176208496,6.382977874906715,0.3999307471486204
2026-01-28T21:23:33.333292,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,6,logical,LOG-BOOL-9-3-2,boolean,9,13,4,9,13,11,13,0,11,13,0,"A is False.
B is False.
C is False.
What is: ((B OR A) OR C)?",False,f,1,3.329726457595825,8.56778252489833,0.30546254015726537
2026-01-28T21:23:46.349184,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,7,logical,LOG-BOOL-13-3-2,boolean,13,15,2,13,15,11,15,0,11,15,0,"A is False.
B is True.
C is True.
What is: (NOT ((B OR (NOT A)) OR A))?",False,f,1,13.010436773300171,8.887933136136635,0.33467950531286206
2026-01-28T21:23:50.693064,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,8,pattern,PAT-AP-0-4-5,integer,0,3,3,0,3,11,15,3,11,15,3,"-26, -31, -36, -41, ?",-46,-46,1,4.338542938232422,5.196728339923719,0.3353275639326408
2026-01-28T21:23:52.924900,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,9,pattern,PAT-CP-3-2-4,integer,3,6,3,3,6,11,15,6,11,15,6,"5, 9, 5, 9, ?",5,5,1,2.2268431186676025,4.076326259388973,0.40331676538727856
2026-01-28T21:23:56.469494,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,10,numerical,NUM-RATIO-INVERSE-11,integer,11,13,2,11,13,13,15,6,13,15,6,"49 -> 7, 70 -> ?",10,10,1,3.5368247032165527,3.5658388317293257,0.8495518808931755
2026-01-28T21:24:11.229670,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,11,logical,LOG-COMP-15-8,yesno,15,17,2,15,17,13,17,6,13,17,6,D is larger than A. H is larger than E. C is larger than D. A is larger than H. Is H larger than D?,no,no,1,14.75433874130249,13.470894104108233,0.7825967239447688
2026-01-28T21:24:15.006574,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,12,numerical,NUM-RATIO-INVERSE-13,integer,13,15,2,13,15,15,17,6,15,17,6,"35 -> 5, 56 -> ?",8,8,1,3.7712550163269043,3.641599773236745,0.8579360718767529
2026-01-28T21:24:19.164949,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,13,pattern,PAT-CP-6-3-6,integer,6,8,2,6,8,15,17,8,15,17,8,"14, 20, 18, 14, 20, 18, ?",14,14,1,4.153170108795166,4.203196123803724,0.4277782786698188
2026-01-28T21:24:24.734380,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,14,numerical,NUM-NEARBOUNDARY-15,integer,15,18,3,15,18,18,17,8,18,17,8,What is 483 - 210?,273,273,1,5.56414794921875,5.403137556163212,0.2551142257505942
2026-01-28T21:24:28.503248,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,15,pattern,PAT-CP-8-3-6,integer,8,10,2,8,10,18,17,10,18,17,10,"1, 17, 7, 1, 17, 7, ?",1,1,1,3.763155698776245,4.289532731755745,0.44429229039037754
2026-01-28T21:24:45.158468,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,16,numerical,NUM-NEARBOUNDARY-18,integer,18,20,2,18,20,20,17,10,20,17,10,What is 515 + 496?,1011,1011,1,16.649410724639893,5.5631676945092075,0.27472567488536354
2026-01-28T21:24:49.868833,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,17,logical,LOG-BOOL-17-4-2,boolean,17,21,4,17,21,20,21,10,20,21,10,"A is True.
B is False.
C is True.
D is False.
What is: ((A AND A) AND B)?",False,f,1,4.704493284225464,9.218796408705764,0.36522151152589816
2026-01-28T21:24:54.244763,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,18,logical,LOG-IMP-21-7-5,yesno,21,24,3,21,24,20,24,10,20,24,10,"A is True.
B is True.
If E is True, then A is True.
If C is True, then E is True.
If G is True, then E is True.
If D is True, then A is True.
If B is True, then D is True.
Is D True?",yes,yes,1,4.3704962730407715,7.421868767204801,0.5328376950012801
2026-01-28T21:24:58.773149,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,19,logical,LOG-CONSTRAINT-24-6-5,yesno,24,27,3,24,27,20,27,10,20,27,10,"C is faster than E.
D is faster than E.
A is faster than B.
F is faster than B.
A is faster than E.
Is E faster than C?",no,no,1,4.520096778869629,9.515585362909944,0.8628000744540298
2026-01-28T21:25:08.188841,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,20,logical,LOG-COMP-27-22,yesno,27,25,-2,27,25,20,25,10,20,25,10,K is taller than J. E is taller than J. V is taller than G. A is taller than R. S is taller than H. O is taller than U. K is taller than F. N is taller than D. F is taller than S. S is taller than G. T is taller than G. Is F taller than H?,yes,no,0,9.410330057144165,14.972689252227871,0.843411525260116
2026-01-28T21:25:20.675979,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,21,pattern,PAT-MP-10-5-3,integer,10,12,2,10,12,20,25,12,20,25,12,"6, 18, 54, 162, 486, ?",1458,1458,1,12.481494665145874,9.734286555742376,0.4770966581068511
2026-01-28T21:25:25.206033,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,22,pattern,PAT-CP-12-3-9,integer,12,14,2,12,14,20,25,14,20,25,14,"11, 14, 9, 11, 14, 9, 11, 14, 9, ?",11,11,1,4.5246241092681885,4.466527467247458,0.4776558048181517
2026-01-28T21:25:34.140260,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,23,numerical,NUM-NEARBOUNDARY-20,integer,20,22,2,20,22,22,25,14,22,25,14,What is 475 + 975?,1450,1450,1,8.928508996963501,5.672070304113316,0.288308142675017
2026-01-28T21:25:43.540213,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,24,logical,LOG-IMP-25-9-7,yesno,25,27,2,25,27,22,27,14,22,27,14,"A is True.
C is True.
If A is True, then F is True.
If E is True, then G is True.
If C is True, then A is True.
If H is True, then D is True.
If F is True, then B is True.
If B is True, then E is True.
If F is True, then D is True.
Is E True?",yes,yes,1,9.394427061080933,7.70367559408165,0.5660771364044515
2026-01-28T21:25:49.092415,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,25,logical,LOG-IMP-27-7-6,yesno,27,29,2,27,29,22,29,14,22,29,14,"A is True.
D is True.
If E is True, then A is True.
If B is True, then F is True.
If C is True, then E is True.
If F is True, then G is True.
If A is True, then B is True.
If B is True, then E is True.
Is E True?",yes,yes,1,5.546545743942261,7.848095640842921,0.5824952942616046
2026-01-28T21:26:02.028334,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,26,numerical,NUM-NEARBOUNDARY-22,integer,22,24,2,22,24,24,29,14,24,29,14,What is 988 + 529?,1517,1517,1,12.928821086883545,5.782779934188426,0.3022822513687605
2026-01-28T21:26:28.436049,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,27,pattern,PAT-MIXED-14-3-7-6,integer,14,16,2,14,16,24,29,16,24,29,16,"16, 32, 192, 198, 396, 2376, ?",2382,2382,1,26.401972770690918,15.836026128299991,0.32818896826541977
2026-01-28T21:26:32.779554,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,28,pattern,PAT-AP-16-6-15,integer,16,18,2,16,18,24,29,18,24,29,18,"-40, -42, -44, -46, -48, -50, ?",-52,-52,1,4.337597608566284,6.06869690646551,0.46334271683279077
2026-01-28T21:26:36.899972,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,29,logical,LOG-BOOL-29-4-3,boolean,29,32,3,29,32,24,32,18,24,32,18,"A is False.
B is True.
C is False.
D is True.
What is: (NOT (((B OR C) OR B) OR C))?",False,f,1,4.114831924438477,10.279307166079063,0.4626194502163273
2026-01-28T21:26:45.499794,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,30,logical,LOG-IMP-32-9-8,yesno,32,34,2,32,34,24,34,18,24,34,18,"G is True.
H is True.
If F is True, then H is True.
If D is True, then H is True.
If H is True, then I is True.
If H is True, then C is True.
If F is True, then G is True.
If A is True, then E is True.
If A is True, then I is True.
If H is True, then F is True.
Is I True?",yes,yes,1,8.593893766403198,8.219716998957717,0.622677765968486
2026-01-28T21:26:49.099445,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,31,numerical,NUM-RATIOSCALING-24,integer,24,26,2,24,26,26,34,18,26,34,18,"3 -> 27, 5 -> ?",45,45,1,3.5945749282836914,4.492010670163834,0.6824568519813862
2026-01-28T21:26:54.179742,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,32,pattern,PAT-AP-18-7-15,integer,18,20,2,18,20,26,34,20,26,34,20,"7, 10, 13, 16, 19, 22, 25, ?",28,28,1,5.075115442276001,6.185987759822588,0.48007780990768284
2026-01-28T21:27:00.043744,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,33,numerical,NUM-NEARBOUNDARY-26,integer,26,29,3,26,29,29,34,20,29,34,20,What is 967 + 2033?,3000,3000,1,5.858283281326294,6.009740688801563,0.3313401456545489
2026-01-28T21:27:05.947839,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,34,logical,LOG-IMP-34-8-7,yesno,34,36,2,34,36,29,36,20,29,36,20,"H is True.
C is True.
If H is True, then D is True.
If E is True, then H is True.
If H is True, then E is True.
If C is True, then F is True.
If A is True, then E is True.
If H is True, then A is True.
If F is True, then D is True.
Is F True?",yes,yes,1,5.897368431091309,8.372699718237902,0.6383226417194583
2026-01-28T21:27:16.757712,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,35,logical,LOG-BOOL-36-6-5,boolean,36,38,2,36,38,29,38,20,29,38,20,"A is True.
B is False.
C is False.
D is True.
E is True.
F is False.
What is: (NOT (((((E OR D) AND (NOT F)) OR C) AND A) AND D))?",False,f,1,10.803339958190918,10.948057908578015,0.5213031766742392
2026-01-28T21:27:54.723651,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,36,pattern,PAT-MIXED-20-4-9-10,integer,20,19,-1,20,19,29,38,19,29,38,19,"1, 4, 9, 15, 105, 108, 113, 119, ?",833,833.,0,37.95929956436157,16.688089604888305,0.3740450025384663
2026-01-28T21:28:08.340101,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,37,logical,LOG-COMP-38-25,yesno,38,40,2,38,40,29,40,19,29,40,19,S is taller than Y. F is taller than O. A is taller than Q. W is taller than T. E is taller than C. S is taller than N. W is taller than Y. I is taller than B. U is taller than G. M is taller than W. L is taller than D. X is taller than N. Is M taller than Y?,yes,yes,1,13.606376647949219,16.485866698764884,0.8862729106116347
2026-01-28T21:28:12.234751,LIMOUS,8ced0838-4ae1-4a3a-a2b1-b38247ddfd03,38,pattern,PAT-AP-19-6-15,integer,19,22,3,19,22,29,40,22,29,40,22,"45, 43, 41, 39, 37, 35, ?",33,33,1,3.8890414237976074,6.245361008079064,0.48846451998410145
